state,date,critical_staffing_shortage_today_yes,inpatient_beds_used,inpatient_beds,inpatient_beds_utilization,inpatient_beds_used_covid,inpatients_with_covid,inpatient_with_no_beds (error),percent_of_inpatients_with_covid,inpatient_bed_covid_utilization,deaths_covid,inpatient_beds_utilization_numerator,inpatient_beds_utilization_denominator
WA,4/18/2021,8,9471,13392,0.707213262,722,722,0,0.077037985,0.054433052,7,9471,13392
WA,4/19/2021,4,8641,12323,0.701209121,771,771,0,0.090302178,0.063238189,6,8641,12323
WA,4/20/2021,10,9042,12363,0.73137588,756,756,0,0.084639498,0.061794998,6,9042,12363
WA,4/21/2021,12,10047,13502,0.744111983,783,783,0,0.078820213,0.05856833,7,10047,13502
WA,4/22/2021,12,10024,13466,0.744393287,771,771,0,0.077792352,0.057809102,3,10024,13466
WA,4/23/2021,12,10219,13569,0.753113715,883,883,0,0.087408434,0.065718964,35,10219,13569
WA,4/24/2021,7,9843,14689,0.670093267,684,684,0,0.070254725,0.046981249,3,9843,14689
WA,4/25/2021,7,9595,14610,0.656741958,673,673,0,0.070857023,0.046487532,8,9595,14610
WA,4/26/2021,8,8675,12342,0.70288446,851,851,0,0.099311472,0.069708388,5,8675,12342
WA,4/27/2021,7,9141,12513,0.730520259,859,859,0,0.095022124,0.069402925,5,9141,12513
WA,4/28/2021,8,10048,13640,0.736656891,860,860,0,0.086440848,0.063694268,5,10048,13640
WA,4/29/2021,9,9976,13472,0.740498812,823,823,0,0.083367099,0.06170803,3,9976,13472
WA,4/30/2021,9,9884,14660,0.674215553,677,677,0,0.069194603,0.046622133,3,9884,14660
WA,5/1/2021,11,9679,14602,0.662854404,683,683,0,0.071220021,0.047227216,6,9679,14602
WA,5/2/2021,6,9430,13291,0.709502671,804,804,0,0.086035313,0.061131387,12,9430,13291
WA,5/3/2021,6,8624,12252,0.70388508,841,841,0,0.098570089,0.069383714,5,8624,12252
WA,5/4/2021,6,9106,12368,0.736254851,837,837,0,0.09296901,0.068432671,6,9106,12368
WA,5/5/2021,5,10034,13500,0.743259259,795,795,0,0.080100756,0.059474826,5,10034,13500
WA,5/6/2021,9,10060,13478,0.746401543,810,810,0,0.081407035,0.060710538,10,10060,13478
WA,5/7/2021,7,9915,13398,0.740035826,787,787,0,0.080142566,0.059369342,6,9915,13398
WA,5/8/2021,7,9714,14648,0.663162206,639,639,0,0.066334475,0.044029491,5,9714,14648
WA,5/9/2021,11,9500,14502,0.655082058,636,636,0,0.067515924,0.044274278,4,9500,14502
WA,5/10/2021,8,8694,12101,0.71845302,834,834,0,0.096920395,0.069738272,9,8694,12101
WA,5/11/2021,7,9103,12271,0.741830332,831,831,0,0.092230855,0.06846832,8,9103,12271
WA,5/12/2021,7,10105,13384,0.755005977,812,812,0,0.081086479,0.061283019,4,10105,13384
WA,5/13/2021,8,10122,13365,0.757351291,787,787,0,0.078495911,0.059495011,9,10122,13365
WA,5/14/2021,6,10052,14597,0.688634651,634,634,0,0.06368659,0.043848122,6,10052,14597
WA,5/15/2021,7,9640,14542,0.662907441,624,624,0,0.065271967,0.043324307,3,9640,14542
WA,5/16/2021,10,9484,13211,0.71788661,775,775,0,0.08242927,0.059287026,4,9484,13211
WA,5/17/2021,7,8673,12083,0.717785318,735,735,0,0.085604472,0.061526871,6,8673,12083
WA,5/18/2021,9,9099,12251,0.74271488,779,779,0,0.086545939,0.064332315,7,9099,12251
WA,5/19/2021,9,9944,13360,0.744311377,778,778,0,0.078984772,0.058845776,3,9944,13360
WA,5/20/2021,10,10073,14652,0.687482937,603,603,0,0.06043901,0.041537508,3,10073,14652
WA,5/21/2021,14,9932,13388,0.741858381,790,790,0,0.080268238,0.059600151,2,9932,13388
WA,5/22/2021,11,9865,14591,0.676101707,590,590,0,0.060358056,0.040813503,10,9865,14591
WA,5/23/2021,10,9608,13216,0.726997579,690,690,0,0.072418136,0.052732136,4,9608,13216
WA,5/24/2021,10,8782,12223,0.718481551,725,725,0,0.083342913,0.059976837,6,8782,12223
WA,5/25/2021,7,9066,12315,0.736175396,767,767,0,0.085431054,0.062977256,5,9066,12315
WA,5/26/2021,10,10032,13324,0.752927049,740,740,0,0.074476651,0.056090351,5,10032,13324
WA,5/27/2021,7,10056,13363,0.75252563,718,718,0,0.072117316,0.054278803,4,10056,13363
WA,5/28/2021,6,10021,14517,0.690294138,574,574,0,0.057810454,0.039897129,2,10021,14517
WA,5/29/2021,4,9733,13372,0.727864194,656,656,0,0.068028622,0.049546828,7,9733,13372
WA,5/30/2021,7,9621,14465,0.66512271,514,514,0,0.053855826,0.035863801,4,9621,14465
WA,5/31/2021,5,8517,12152,0.700872284,671,671,0,0.079483535,0.055828272,6,8517,12152
WA,6/1/2021,8,8651,12234,0.707127677,709,709,0,0.082759426,0.058585358,8,8651,12234
WA,6/2/2021,6,9960,13415,0.742452479,727,727,0,0.073635167,0.054735733,5,9960,13415
WA,6/3/2021,9,9994,13426,0.744376583,707,707,0,0.071399717,0.053201896,4,9994,13426
WA,6/4/2021,7,10031,13586,0.738333579,671,671,0,0.067511822,0.049881059,4,10031,13586
WA,6/5/2021,8,9871,13366,0.738515637,629,629,0,0.064321505,0.047536276,4,9871,13366
WA,6/6/2021,6,9514,13229,0.719177564,591,591,0,0.062772172,0.045142071,3,9514,13229
WA,6/7/2021,5,8836,12248,0.721423906,680,680,0,0.077803204,0.05611487,6,8836,12248
WA,6/8/2021,6,9179,12311,0.745593372,680,680,0,0.074922874,0.055824645,4,9179,12311
WA,6/9/2021,7,10125,13489,0.750611609,666,666,0,0.066447172,0.049846568,8,10125,13489
WA,6/10/2021,7,10098,13493,0.748388053,658,658,0,0.065793421,0.04924044,6,10098,13493
WA,6/11/2021,8,10042,14712,0.68257205,464,464,0,0.046661303,0.031824417,9,10042,14712
WA,6/12/2021,9,9783,14629,0.668740174,445,445,0,0.045942598,0.030698124,8,9783,14629
WA,6/13/2021,9,9649,14584,0.661615469,440,440,0,0.046015478,0.030443507,8,9649,14584
WA,6/14/2021,4,8773,12210,0.718509419,578,578,0,0.066551526,0.047851643,5,8773,12210
WA,6/15/2021,10,9188,12352,0.74384715,563,563,0,0.061915759,0.046075784,7,9188,12352
WA,6/16/2021,9,9955,13585,0.732793522,508,508,0,0.05151085,0.037763901,5,9955,13585
WA,6/17/2021,7,9865,13476,0.732042149,531,531,0,0.054338928,0.039793165,1,9865,13476
WA,6/18/2021,13,9804,13358,0.733942207,506,506,0,0.05209513,0.038252192,9,9804,13358
WA,6/19/2021,8,9645,13348,0.722580162,475,475,0,0.049727806,0.035927691,3,9645,13348
WA,6/20/2021,13,9453,13262,0.712788418,467,467,0,0.049925166,0.035564694,1,9453,13262
WA,6/21/2021,9,8576,12128,0.707124011,502,502,0,0.05924702,0.041819394,9,8576,12128
WA,6/22/2021,10,9165,12249,0.748224345,535,535,0,0.059109491,0.044152843,5,9165,12249
WA,6/23/2021,12,10206,13479,0.757177832,514,514,0,0.050926385,0.038519185,9,10206,13479
WA,6/24/2021,8,10079,13559,0.743343904,510,510,0,0.051138073,0.037983168,5,10079,13559
WA,6/25/2021,9,10015,13396,0.747611227,519,519,0,0.052392489,0.039113724,3,10015,13396
WA,6/26/2021,9,9716,13311,0.72992262,609,609,0,0.063325361,0.046185348,1,9716,13311
WA,6/27/2021,8,9524,13225,0.720151229,465,465,0,0.049295028,0.035515161,3,9524,13225
WA,6/28/2021,9,7126,12171,0.585490099,489,489,0,0.06954914,0.040614618,4,7126,12171
WA,6/29/2021,11,9033,12323,0.733019557,513,513,0,0.057485433,0.042094035,1,9033,12323
WA,6/30/2021,9,10338,13521,0.764588418,520,520,0,0.050850773,0.038855264,4,10338,13521
WA,7/1/2021,9,10242,13487,0.759397939,502,502,0,0.049550883,0.037586104,3,10242,13487
WA,7/2/2021,9,10210,13383,0.762908167,578,578,0,0.057233389,0.043619349,3,10210,13383
WA,7/3/2021,8,9914,13331,0.743680144,493,493,0,0.050280469,0.037348485,3,9914,13331
WA,7/4/2021,5,9704,13287,0.730337924,445,445,0,0.046363826,0.033830014,4,9704,13287
WA,7/5/2021,9,8622,12153,0.709454456,451,451,0,0.052946701,0.03752392,2,8622,12153
WA,7/6/2021,7,8877,12215,0.726729431,456,456,0,0.052031036,0.037742096,3,8877,12215
WA,7/7/2021,7,10020,13326,0.751913552,486,486,0,0.049056223,0.036837717,2,10020,13326
WA,7/8/2021,8,10104,13385,0.75487486,484,484,0,0.048443599,0.036531059,4,10104,13385
WA,7/9/2021,7,10078,13491,0.74701653,488,488,0,0.048956661,0.036543358,0,10078,13491
WA,7/10/2021,6,9860,13425,0.734450652,472,472,0,0.048395366,0.035518098,0,9860,13425
WA,7/11/2021,6,9735,13361,0.728613128,444,444,0,0.046101132,0.033572779,1,9735,13361
WA,7/12/2021,7,8886,12336,0.720330739,495,495,0,0.056358875,0.04057377,2,8886,12336
WA,7/13/2021,11,9288,12444,0.746383799,509,509,0,0.05541644,0.041355216,2,9288,12444
WA,7/14/2021,12,10224,13546,0.754761553,495,495,0,0.048922712,0.036907247,13,10224,13546
WA,7/15/2021,11,10293,13488,0.763122776,518,518,0,0.050879088,0.038801498,9,10293,13488
WA,7/16/2021,8,10148,13472,0.753266033,483,483,0,0.048150733,0.036212326,4,10148,13472
WA,7/17/2021,12,10000,13437,0.744213738,484,484,0,0.048953171,0.036390977,2,10000,13437
WA,7/18/2021,10,9707,13312,0.729191707,480,480,0,0.049979175,0.036432638,4,9707,13312
WA,7/19/2021,14,8991,12274,0.732524035,520,520,0,0.058519019,0.04283008,1,8991,12274
WA,7/20/2021,12,9315,12384,0.752180233,551,551,0,0.059858772,0.04499061,3,9315,12384
WA,7/21/2021,17,10258,13477,0.761148624,518,518,0,0.051029455,0.038833496,1,10258,13477
WA,7/22/2021,12,10273,13464,0.762997623,556,556,0,0.054697491,0.041719817,2,10273,13464
WA,7/23/2021,10,10168,13465,0.755142963,561,561,0,0.055732168,0.042082364,8,10168,13465
WA,7/24/2021,9,9904,13407,0.73871858,528,528,0,0.053811659,0.039759036,6,9904,13407
WA,7/25/2021,9,9785,13405,0.729951511,569,569,0,0.058659794,0.042885137,2,9785,13405
WA,7/26/2021,11,9061,12307,0.736247664,640,640,0,0.071285364,0.052579691,2,9061,12307
WA,7/27/2021,8,9368,12387,0.756276742,670,670,0,0.072299558,0.054689413,5,9368,12387
WA,7/28/2021,13,10293,13492,0.762896531,693,693,0,0.06806797,0.051886792,3,10293,13492
WA,7/29/2021,12,10229,13549,0.754963466,718,718,0,0.070990706,0.053546126,5,10229,13549
WA,7/30/2021,13,10125,13489,0.750611609,727,727,0,0.072649146,0.054477332,5,10125,13489
WA,7/31/2021,10,9887,13393,0.738221459,726,726,0,0.074255907,0.054796588,5,9887,13393
WA,8/1/2021,9,9727,13385,0.726709003,740,740,0,0.076883117,0.055861705,5,9727,13385
WA,8/2/2021,12,8932,12289,0.726828871,799,799,0,0.090558767,0.065750494,11,8932,12289
WA,8/3/2021,16,9336,12440,0.750482315,863,863,0,0.093580568,0.070174012,4,9336,12440
WA,8/4/2021,12,10223,13555,0.754186647,883,883,0,0.087365192,0.065831656,11,10223,13555
WA,8/5/2021,13,10201,13532,0.753842743,935,935,0,0.092721142,0.069807376,2,10201,13532
WA,8/6/2021,13,10061,13495,0.745535383,954,954,0,0.095869762,0.071439269,3,10061,13495
WA,8/7/2021,16,9891,13396,0.738354733,948,948,0,0.096863186,0.071520181,8,9891,13396
WA,8/8/2021,16,9795,13362,0.733048945,953,953,0,0.098358964,0.072071391,10,9795,13362
WA,8/9/2021,12,9124,12143,0.751379396,1070,1070,0,0.118572695,0.089047936,5,9124,12143
WA,8/10/2021,12,9670,12806,0.75511479,1120,1120,0,0.117179326,0.088453641,12,9670,12806
WA,8/11/2021,17,10301,13581,0.75848612,1150,1150,0,0.112922231,0.08559732,11,10301,13581
WA,8/12/2021,18,10260,13585,0.755244755,1204,1204,0,0.118609004,0.089596666,13,10260,13585
WA,8/13/2021,21,10159,13510,0.75196151,1249,1249,0,0.124167412,0.093439066,22,10159,13510
WA,8/14/2021,17,10020,13448,0.745092207,1238,1238,0,0.124773231,0.093019761,35,10020,13448
WA,8/15/2021,18,9856,13360,0.737724551,1291,1291,0,0.132288144,0.097618147,18,9856,13360
WA,8/16/2021,17,9033,12291,0.734927996,1363,1363,0,0.152546167,0.112236495,20,9033,12291
WA,8/17/2021,15,9279,12382,0.749394282,1433,1433,0,0.156100218,0.117113436,14,9279,12382
WA,8/18/2021,15,10093,13489,0.748239306,1477,1477,0,0.147818255,0.110686451,17,10093,13489
WA,8/19/2021,16,10148,13440,0.755059524,1510,1510,0,0.150218862,0.113602167,9,10148,13440
WA,8/20/2021,16,10045,13440,0.747395833,1523,1523,0,0.153203903,0.114545728,14,10045,13440
WA,8/21/2021,18,9905,13315,0.74389786,1509,1509,0,0.154011023,0.114552494,24,9905,13315
WA,8/22/2021,17,9772,13309,0.734239988,1495,1495,0,0.154553913,0.113541429,17,9772,13309
WA,8/23/2021,18,9154,12176,0.751806833,1604,1604,0,0.177139702,0.133289014,15,9154,12176
WA,8/24/2021,20,9395,12253,0.766751,1697,1697,0,0.182669537,0.140178424,9,9395,12253
WA,8/25/2021,20,10294,13514,0.761728578,1738,1738,0,0.170576111,0.130021695,11,10294,13514
WA,8/26/2021,18,10332,13482,0.76635514,1731,1731,0,0.169241298,0.129808774,9,10332,13482
WA,8/27/2021,19,10174,13453,0.756262544,1732,1732,0,0.172115671,0.130166842,12,10174,13453
WA,8/28/2021,19,10039,13386,0.749962648,1739,1739,0,0.175072989,0.131324573,18,10039,13386
WA,8/29/2021,18,9872,13300,0.742255639,1746,1746,0,0.178564124,0.132705024,25,9872,13300
WA,8/30/2021,19,9227,12343,0.747549218,1828,1828,0,0.200284869,0.14987292,18,9227,12343
WA,8/31/2021,18,9381,12309,0.762125274,1838,1838,0,0.198103039,0.151064354,19,9381,12309
WA,9/1/2021,19,10148,13422,0.75607212,1822,1822,0,0.181329618,0.137136836,28,10148,13422
WA,9/2/2021,20,10231,13379,0.764705882,1826,1826,0,0.180345679,0.137957087,31,10231,13379
WA,9/3/2021,20,10147,13355,0.759790341,1792,1792,0,0.178521618,0.135644539,20,10147,13355
WA,9/4/2021,16,10039,13204,0.760299909,1795,1795,0,0.180728957,0.137442573,27,10039,13204
WA,9/5/2021,13,9923,13168,0.753569259,1848,1848,0,0.188129899,0.141902787,17,9923,13168
WA,9/6/2021,15,9188,12117,0.7582735,1909,1909,0,0.210034107,0.159495363,23,9188,12117
WA,9/7/2021,21,9191,12156,0.756087529,1886,1886,0,0.207709251,0.157088123,23,9191,12156
WA,9/8/2021,22,10299,13281,0.775468715,1909,1909,0,0.187487723,0.145325822,32,10299,13281
WA,9/9/2021,21,10344,13284,0.77868112,1938,1938,0,0.189479859,0.147600914,30,10344,13284
WA,9/10/2021,20,10281,13289,0.773647378,1907,1907,0,0.187420147,0.145129376,18,10281,13289
WA,9/11/2021,18,9699,13246,0.732221048,1853,1853,0,0.192980629,0.141417996,17,9699,13246
WA,9/12/2021,20,9994,13410,0.745264728,1856,1856,0,0.187474747,0.139822209,24,9994,13410
WA,9/13/2021,22,9228,12284,0.751221101,1866,1865,1,0.204249261,0.153561136,26,9228,12284
WA,9/14/2021,23,9545,12118,0.787671233,1816,1816,0,0.192209992,0.151598631,23,9545,12118
WA,9/15/2021,21,10363,13339,0.77689482,1835,1835,0,0.178937104,0.139025684,33,10363,13339
WA,9/16/2021,17,10328,13259,0.778942605,1821,1821,0,0.178110329,0.138816893,24,10328,13259
WA,9/17/2021,17,10222,13169,0.776216873,1759,1759,0,0.173797056,0.135016887,26,10222,13169
WA,9/18/2021,17,10100,13053,0.773768482,1750,1750,0,0.174982502,0.135480375,29,10100,13053
WA,9/19/2021,16,9974,13006,0.766876826,1718,1718,0,0.173921847,0.133602924,31,9974,13006
WA,9/20/2021,18,9293,11839,0.784948053,1737,1737,0,0.188701793,0.148550415,27,9293,11839
WA,9/21/2021,17,9607,12193,0.787911097,1691,1691,0,0.178,0.140366896,20,9607,12193
WA,9/22/2021,17,10295,12808,0.803794503,1667,1667,0,0.163591757,0.13164337,17,10295,12808
WA,9/23/2021,12,10233,12852,0.796218487,1627,1627,0,0.16064376,0.127999371,28,10233,12852
WA,9/24/2021,19,10201,12821,0.795647765,1564,1564,0,0.154928182,0.123363307,21,10201,12821
WA,9/25/2021,20,10069,12783,0.787686771,1500,1500,0,0.150617532,0.118652112,24,10069,12783
WA,9/26/2021,16,9926,12666,0.783672825,1505,1505,0,0.15330549,0.120111732,25,9926,12666
WA,9/27/2021,18,9139,11658,0.783925202,1481,1481,0,0.164063365,0.128603682,24,9139,11658
WA,9/28/2021,18,9544,11717,0.814542972,1501,1501,0,0.159206619,0.129698436,28,9544,11717
WA,9/29/2021,20,10344,12840,0.805607477,1503,1503,0,0.147021422,0.118365097,30,10344,12840
WA,9/30/2021,19,10317,12843,0.803316982,1524,1524,0,0.149470381,0.119990552,19,10317,12843
WA,10/1/2021,20,10198,12816,0.795724095,1443,1443,0,0.143112169,0.113828193,12,10198,12816
WA,10/2/2021,14,10044,12685,0.79180134,1400,1400,0,0.140887592,0.111562674,28,10044,12685
WA,10/3/2021,19,9972,12828,0.777362021,1367,1367,0,0.138472447,0.107671708,14,9972,12828
WA,10/4/2021,24,9176,11814,0.776705604,1412,1412,0,0.155712395,0.120911115,19,9176,11814
WA,10/5/2021,21,9401,11844,0.793735225,1434,1434,0,0.154342912,0.122501281,16,9401,11844
WA,10/6/2021,21,10349,12927,0.800572445,1425,1425,0,0.139132982,0.111450023,10,10349,12927
WA,10/7/2021,19,10322,12838,0.804019318,1429,1429,0,0.139851243,0.112617228,20,10322,12838
WA,10/8/2021,23,10239,12820,0.798673947,1396,1396,0,0.13776769,0.110120691,29,10239,12820
WA,10/9/2021,19,10194,12723,0.801226126,1327,1327,0,0.131542427,0.105417858,21,10194,12723
WA,10/10/2021,22,9932,12730,0.780204242,1316,1316,0,0.133889511,0.104477612,24,9932,12730
WA,10/11/2021,23,9346,11675,0.800513919,1363,1363,0,0.147526789,0.118080222,15,9346,11675
WA,10/12/2021,19,9582,11732,0.816740539,1374,1374,0,0.144982589,0.118519796,11,9582,11732
WA,10/13/2021,18,10413,12815,0.812563402,1320,1320,0,0.128142899,0.104142012,26,10413,12815
WA,10/14/2021,19,10432,12931,0.806743485,1340,1340,0,0.129769514,0.104785737,19,10432,12931
WA,10/15/2021,17,10337,12872,0.803060907,1279,1279,0,0.125012218,0.100479221,20,10337,12872
WA,10/16/2021,13,10127,12778,0.792534043,1232,1232,0,0.122905028,0.097530082,9,10127,12778
WA,10/17/2021,15,10018,12756,0.785355911,1262,1262,0,0.127281896,0.100079302,16,10018,12756
WA,10/18/2021,21,9375,11763,0.796990564,1298,1298,0,0.139915921,0.111684736,19,9375,11763
WA,10/19/2021,22,9588,11736,0.816973415,1298,1298,0,0.136775553,0.111944804,9,9588,11736
WA,10/20/2021,19,10425,12750,0.817647059,1306,1306,0,0.126550388,0.103585025,19,10425,12750
WA,10/21/2021,22,10465,12819,0.816366331,1290,1290,0,0.124553442,0.101751065,16,10465,12819
WA,10/22/2021,22,10458,12794,0.817414413,1285,1285,0,0.124154589,0.101540893,15,10458,12794
WA,10/23/2021,18,10240,12675,0.807889546,1223,1223,0,0.120706672,0.097543468,20,10240,12675
WA,10/24/2021,19,10079,12649,0.796821883,1193,1193,0,0.119622982,0.095371333,15,10079,12649
WA,10/25/2021,19,9361,11545,0.810827198,1293,1293,0,0.139753567,0.113391213,10,9361,11545
WA,10/26/2021,20,9436,11412,0.826848931,1284,1284,0,0.137709138,0.1139409,8,9436,11412
WA,10/27/2021,20,9436,11412,0.826848931,1284,1284,0,0.137709138,0.1139409,8,9436,11412
